Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Divination,Ancient Runes,History of Magic,Potions,Charms,Flying
677,Gryffindor,Cherie,Payne,1999-12-02,Right,4.583,579.5418494,-5.110191675,2.759283856,-254.13693,209.09
678,Ravenclaw,Richie,Darnell,1999-10-15,Left,5.164,582.2461674,4.794499334,7.293924054,-231.29002,-16.27
679,Hufflepuff,Elden,Kauffman,1999-11-30,Left,6.171,383.4926736,5.891522661,5.405200239,-244.38415,-12.89
680,Slytherin,Henry,Wahl,1998-06-27,Left,-7.789,366.7062469,3.977595224,9.651713901,-253.58495,-85.86
681,Ravenclaw,Corrine,Howland,2000-12-06,Left,-5.076,442.4511799,3.226067193,8.37044221,-250.6176,-36.15
682,Ravenclaw,Noble,Criswell,1997-03-01,Left,5.171,598.498109,5.700294726,7.595966434,-231.19143,-40.32
683,Hufflepuff,Ruth,Shackelford,1997-08-15,Right,4.882,352.5459249,5.893877261,2.018090783,-243.25735,-15.2
684,Ravenclaw,Maynard,Rash,1997-09-12,Right,3.851,620.7270662,4.803184636,11.13373151,-228.55624,3.07
685,Slytherin,Mina,Belanger,2000-01-25,Right,-5.009,413.1300979,2.239366049,6.931681479,-247.53932,2.07
686,Slytherin,Garfield,Leal,2000-06-03,Left,-5.463,387.8066368,2.478164198,8.64357987,-251.99481,-68.87
687,Hufflepuff,Rose,Desimone,2000-10-03,Left,6.558,395.1537342,5.984383787,3.377847233,-242.94117,-2.04
688,Ravenclaw,Theodora,Sawyers,1998-12-31,Right,5.193,655.2549129,4.401322595,12.83018587,-230.71082,43.71
689,Ravenclaw,Barb,Gonzalez,2000-07-11,Right,5.236,617.9416405,4.969691639,5.492642842,-231.54483,-51.57
690,Ravenclaw,Juan,Drayton,1999-03-22,Left,6.853,627.451156,3.221958317,4.614668662,-229.77604,-4.98
691,Ravenclaw,Nelson,Julian,1998-02-12,Left,5.127,613.2270978,6.215083101,11.37559193,-228.97011,-16.11
692,Ravenclaw,Camilla,Baumann,1997-12-09,Left,5.01,612.8813004,5.980218547,8.33113868,-230.48377,-24.59
693,Slytherin,Doug,Verdin,1997-11-15,Left,-4.648,400.1140262,3.916937684,8.236120159,-251.1952,-88.79
694,Ravenclaw,Blake,Easterling,2000-12-15,Right,4.095,569.8515366,5.478324513,6.052382868,-230.48734,11.96
695,Gryffindor,Lesley,Skinner,2000-03-18,Left,4.977,615.7126106,-6.924724292,1.194987929,-252.99965,204.56
696,Ravenclaw,Louis,Wasson,2001-04-27,Right,4.515,588.4893762,3.818197997,3.968284642,-232.3588,-13.23
697,Ravenclaw,Goldie,Dill,1997-04-26,Left,3.692,531.9470917,5.393247632,5.641109838,-231.97215,-35.16
698,Ravenclaw,Jeana,Huynh,2000-12-01,Left,4.969,552.7528234,5.600739355,8.085473688,-228.77812,16.1
699,Gryffindor,Manual,Fredericks,2000-03-04,Right,4.301,572.6225143,,,-255.05659,181.62
700,Hufflepuff,Nicolas,Prescott,2000-10-27,Right,4.278,410.1246185,1.843917963,6.082783993,-247.09087,60.05
701,Hufflepuff,Kay,Barry,2001-02-06,Left,3.498,409.6526278,1.526289685,5.260175776,-247.50971,44.73
702,Ravenclaw,Andrea,Ladd,2001-10-31,Right,4.743,587.3105987,5.296032087,7.875990924,-230.08038,-10.19
703,Ravenclaw,Princess,Crisp,2000-10-14,Right,5.336,572.175607,3.159782777,5.689660773,-230.48408,42.95
704,Gryffindor,Blaine,Bullard,2000-04-07,Left,6.884,618.4992814,3.292718816,7.145534389,-231.82094,24.21
705,Hufflepuff,Tommy,Hendrickson,2000-11-13,Right,3.447,351.0312465,4.438295606,2.352875664,-244.95814,23.38
706,Hufflepuff,Michael,Eller,1999-01-08,Left,6.117,430.8679434,4.182171461,,-245.46142,-38.33
707,Slytherin,Arleen,Oneill,1998-06-12,Right,,395.5486243,5.599384675,10.45280135,-250.46158,-82.31
708,Gryffindor,Alina,Gilbertson,1998-06-21,Right,3.599,586.4151455,-4.192877729,3.636006763,-254.90392,157.15
709,Gryffindor,Daisy,Starnes,1999-01-20,Left,2.084,552.998998,-3.468530533,4.072176821,-258.83154,199.35
710,Ravenclaw,Gustavo,Mack,1999-07-29,Right,4.669,595.9429729,4.935980949,9.197589511,-231.38808,42.39
711,Ravenclaw,Paris,Mahoney,2001-10-28,Left,5.874,590.2175211,4.549141026,2.861398071,-231.13751,-20.85
712,Gryffindor,Young,Duke,1997-09-26,Left,6.931,576.847318,-4.891588038,1.852974674,-249.60717,195.73
713,Ravenclaw,Marybeth,Powell,2000-10-10,Right,3.769,563.1039031,3.802714357,2.722836987,-232.95997,-57.27
714,Slytherin,Alton,Ernst,2000-11-29,Right,-6.846,378.3260063,4.542627327,9.264959889,-253.3846,-91.76
715,Slytherin,Murray,Bagley,1998-11-10,Left,-5.574,356.2863172,6.435643048,10.26239973,-253.71753,-162.55
716,Hufflepuff,Bobby,Benefield,1999-02-10,Left,5.364,384.7280041,,3.671867481,-245.50941,35.97
717,Hufflepuff,Lorna,Metzler,1997-11-24,Left,5.082,408.8489201,5.22092196,5.596505284,-244.95387,-37.39
718,Ravenclaw,Sherman,Dallas,2001-01-21,Left,4.164,561.3518565,4.69605193,8.43352588,-231.41879,-14.01
719,Gryffindor,Nelly,Bender,2001-04-12,Left,3.004,600.1857589,-5.692090864,2.273688849,-255.92952,190.33
720,Gryffindor,John,Coombs,1998-06-12,Left,7.118,619.6847189,-6.192452385,-0.4925017494,-250.56286,180.11
721,Ravenclaw,Rosalinda,Ketchum,1998-10-20,Right,5.132,603.5968876,6.801746449,6.6847603,-228.64693,-29.09
722,Slytherin,Mckinley,Padilla,1998-01-11,Left,-4.466,378.0160625,7.129460271,11.59012074,-249.47178,-113.88
723,Hufflepuff,Maria,Strain,1997-06-20,Left,5.565,453.3304857,6.639799337,8.165046133,-242.67528,28.23
724,Slytherin,Helga,Joiner,1997-09-10,Right,-3.736,399.4619143,8.077243933,,-248.7712,-111.48
725,Hufflepuff,Jacquelyn,Crawford,2000-04-20,Left,4.593,385.4179854,5.1025035,3.338220495,-242.3123,45.17
726,Slytherin,Latanya,Pinkston,2000-03-17,Right,-6.782,393.7877639,-0.3576839267,9.453044704,-251.09979,-10.72
727,Ravenclaw,Bryant,Swearingen,1997-12-11,Left,5.496,620.0903491,4.936085928,5.582405367,-229.76009,0.16
728,Gryffindor,Ruby,Delagarza,1998-04-20,Right,5.095,572.3820509,-5.783725387,0.5526559045,-253.43645,178.03
729,Ravenclaw,Myron,Lange,1997-04-18,Right,6.847,596.4888294,5.305812797,8.060114129,-230.1368,-18.46
730,Ravenclaw,Dennis,Rupert,1999-05-30,Right,7.714,642.599158,3.985551532,7.014180304,-229.99104,17.15
731,Ravenclaw,Sonya,Ford,2000-04-07,Left,4.528,615.3350677,7.187735065,8.850284071,-229.73603,-33.12
732,Slytherin,Waldo,Osborn,2000-08-06,Left,-4.612,458.3807162,2.508118431,8.002627866,-250.05655,-11.45
733,Hufflepuff,Lauri,Holbrook,2001-04-10,Right,4.515,451.0132694,1.97656466,4.194865568,-246.52992,5.48
734,Slytherin,Johnny,Iverson,1998-04-18,Right,-2.827,403.9373333,5.692154067,9.414721585,-245.20487,-60.16
735,Gryffindor,Carter,Costa,1999-07-16,Left,4.819,621.4896362,-5.214949652,4.480360212,-252.91746,210.57
736,Gryffindor,Mercedes,Cullen,1997-07-18,Right,1.776,587.323091,-6.704470567,1.115906746,-259.1363,223.69
737,Slytherin,Luella,Pease,1997-09-23,Right,-5.45,452.4718613,3.535870528,9.04422351,-250.59645,-37.47
738,Hufflepuff,Vickie,Sharpe,2000-06-07,Left,5.997,385.8109096,1.982866053,1.237469021,-244.64615,-38.02
739,Gryffindor,Flor,Vick,2000-09-20,Left,3.029,540.0081713,-3.63619468,2.952179472,-254.49369,145.15
740,Hufflepuff,Garry,Sonnier,1997-01-10,Right,5.176,451.172967,6.681690833,9.1072217,-244.76615,13.38
741,Hufflepuff,Jimmie,Gall,2000-02-09,Left,6.319,417.6421877,4.074052683,5.036613584,-243.44088,0.21
742,Hufflepuff,Hassan,Hoyle,2001-09-10,Right,4.057,390.5319994,0.4315986126,3.181316712,-247.72098,41.72
743,Ravenclaw,Robt,Spence,1997-03-18,Left,2.421,571.7766629,6.503885281,6.545744674,-229.78705,-21.25
744,Gryffindor,Rosalba,Timmerman,1998-01-04,Right,6.268,598.3041089,-7.443277789,0.5004234502,-254.44449,263.53
745,Ravenclaw,Cindi,Connor,1999-08-28,Right,4.868,607.6576392,7.328542308,9.237008456,-231.82042,-75.96
746,Ravenclaw,Sung,Poindexter,2000-04-15,Right,6.72,641.9959631,6.27732787,5.133809445,-233.82559,-79.05
747,Slytherin,Alva,Morrow,1998-09-04,Left,-3.192,388.2611861,7.692518267,9.613865324,-246.08167,-81.77
748,Hufflepuff,Malcolm,Mcqueen,1997-01-02,Right,4.845,354.5006939,8.948756779,5.962553818,-244.2249,-19.9
749,Ravenclaw,Corinne,Ashworth,1998-05-20,Right,4.59,536.122508,6.813582661,7.577364598,-232.44593,-12.77
750,Hufflepuff,Renate,Goff,1998-11-05,Left,5.481,404.6439807,6.062806075,3.950061786,-242.88413,-26.12
751,Ravenclaw,Colin,Lash,2001-10-18,Left,6.226,622.6543949,5.677645269,9.32847543,-228.26557,6.68
752,Hufflepuff,Granville,Allen,2000-04-01,Left,4.773,356.879616,8.173458138,2.859172755,-242.61113,-69.41
753,Hufflepuff,Megan,Eubanks,1998-09-12,Left,1.587,406.7769754,3.87878718,3.159732895,-243.557,87.08
754,Gryffindor,Leanna,Mclain,1999-09-14,Left,3.886,604.6451056,-5.036502133,5.317340837,-252.37095,179.62
755,Gryffindor,Kimberley,Sharpe,1996-12-06,Right,3.518,567.351838,-7.512111616,-0.1607259212,-256.09132,254.08
756,Hufflepuff,Ora,Farley,2000-10-27,Left,5.574,366.6084059,2.766388656,3.20122321,-246.14886,-9.82
757,Ravenclaw,Joseph,Vo,2001-07-25,Right,5.175,595.8557096,6.644708131,10.58138679,-228.80322,-73.92
758,Hufflepuff,Marcie,Penny,2000-05-13,Left,4.944,391.5244705,4.259030481,3.089046954,-243.58562,-43.78
759,Gryffindor,Mellissa,Mcgrew,1999-02-22,Left,4.677,696.6504423,-7.758135771,6.094174014,-252.52002,279.07
760,Hufflepuff,Alaina,Lemay,1999-12-13,Left,8.644,328.7538477,8.12184814,4.523898292,-243.63302,-65.78
761,Slytherin,Angelica,Mcclary,2000-07-10,Right,-4.818,387.9010774,3.928653696,7.336730368,-248.38789,-44.37
762,Ravenclaw,Paulette,Royster,2001-02-21,Left,3.867,562.3065863,6.993488197,9.271632452,-231.08956,8.29
763,Hufflepuff,Olive,Mcgill,1999-07-28,Left,3.552,402.2395078,4.153546515,4.821030367,-245.28389,43.08
764,Hufflepuff,Edwina,Bowlin,1997-06-09,Right,3.156,339.0634813,8.427301854,6.289892381,-244.72435,2.06
765,Hufflepuff,Wiley,Wayne,1997-06-20,Left,5.833,406.5572578,2.971905203,4.380889104,-243.85754,0.35
766,Gryffindor,Ricardo,Miles,1999-05-19,Left,4.06,594.3175692,-3.256096307,4.512847035,-254.55306,168.92
767,Slytherin,Herb,Foote,1998-03-18,Left,-4.068,418.4489579,7.205652713,9.407826514,-250.62117,-97.57
768,Hufflepuff,Ivan,Arellano,2000-10-06,Left,3.058,370.3754995,7.773364707,4.828109246,-244.47541,-39.66
769,Slytherin,Orval,Street,1999-01-20,Left,-4.405,445.5349106,3.974860644,7.993615347,-248.13382,-5.42
770,Ravenclaw,Latisha,Frias,2001-02-28,Left,4.613,552.7763403,1.856358029,0.1164292135,-233.50886,58.05
771,Gryffindor,Denny,Romano,1997-05-08,Left,2.67,587.2068938,-5.804496869,2.596040544,-257.41448,188.47
772,Ravenclaw,Marlin,Quinonez,1997-01-07,Right,5.592,621.9064,3.760783763,6.999994958,-232.16235,16.28
773,Hufflepuff,Victoria,Nelson,2000-12-06,Left,3.804,,4.232627849,3.990847902,-242.98304,42
774,Gryffindor,Huey,Marquardt,2001-10-16,Left,5.5,609.5513297,-8.858992992,-2.422484663,-254.15358,240.01
775,Gryffindor,Trinidad,Bartholomew,1997-08-16,Left,3.593,642.6257255,-3.934012713,8.042406626,-252.81646,214.76
776,Slytherin,Jean,Walton,1998-03-23,Right,-5.502,354.3891367,6.749270403,10.25586103,-250.28443,-108.71
777,Hufflepuff,Norberto,Green,1997-04-11,Left,6.076,369.0669768,5.243768764,4.894488833,-244.99015,-43.94
778,Slytherin,Hilario,Hollenbeck,1997-11-05,Right,-8.031,425.3075702,1.673496457,8.885649987,-256.34955,-58.1
779,Ravenclaw,Lindsey,Reichert,1999-08-14,Left,4.77,619.0059931,5.299185104,7.850765986,-231.50904,1.73
780,Slytherin,Lowell,Champion,1998-12-24,Left,-6.842,414.1646482,4.594671723,10.1326731,-257.48763,-113.93
781,Ravenclaw,Lisette,Vo,1997-08-04,Left,4.849,585.7668176,4.423344477,7.30404634,-231.75499,0.13
782,Ravenclaw,Peter,Holtz,1999-04-07,Right,3.742,580.2544093,3.645966636,4.610958138,-229.76045,-0.53
783,Slytherin,Noble,Ulrich,1999-09-13,Left,-3.442,374.7823614,6.584227465,8.344473677,-244.55356,-47.17
784,Hufflepuff,Kyla,Binder,1998-05-27,Left,4.918,384.3015083,1.493129063,1.419753595,-245.43868,33.17
785,Hufflepuff,Asia,Bledsoe,2000-01-01,Left,6.742,429.5183598,9.813089134,11.14330737,-241.75187,-24.28
786,Ravenclaw,Carrol,Baum,1999-09-28,Left,4.751,598.5393493,4.967553517,5.464933103,-230.83877,-0.5
787,Slytherin,Carmella,Brice,2000-10-21,Left,-4.584,408.5078214,5.544340936,11.13024718,-248.47525,-49.14
788,Ravenclaw,Brianne,Redmond,1998-03-17,Left,4.95,640.0176553,1.761364268,5.409010156,-232.36958,16.24
789,Gryffindor,Carrol,Owen,1999-05-02,Right,7.107,599.1779443,-4.392145161,4.058108792,-250.3505,215.63
790,Ravenclaw,Lona,Nickel,1998-09-03,Left,5.137,607.5893071,4.719939132,7.211773523,-228.80917,-19.37
791,Hufflepuff,Lynn,Redman,1997-12-02,Right,5.437,368.2417153,8.432185371,4.781045874,-243.06591,-46.06
792,Gryffindor,Aubrey,Box,1997-08-04,Right,6.157,638.4881649,-5.537724925,5.523389755,-250.15192,205.98
793,Hufflepuff,Dortha,Borrego,1999-03-04,Left,3.599,447.9060067,3.965183531,7.236919803,-244.32734,64.08
794,Ravenclaw,Lynn,Fortney,1999-04-18,Right,5.795,613.770775,2.648301334,3.872564471,-229.76458,33.97
795,Gryffindor,Rosario,Tanaka,1997-10-03,Right,3.803,585.5383679,-6.366264761,0.5691338232,-255.18769,199.31
796,Gryffindor,Benton,Pina,2001-02-08,Right,5.266,593.0265891,,1.731923393,-253.60865,171.29
797,Ravenclaw,Larissa,Cowley,2000-10-21,Right,5.771,548.478014,5.340295425,12.55619029,-227.7625,56.38
798,Ravenclaw,Andra,Moen,2001-01-23,Left,3.213,571.7582851,4.325317284,7.093295726,-233.68723,5.24
799,Ravenclaw,Simon,Alicea,2000-10-11,Left,5.355,570.3810431,4.192601911,6.143994705,-232.15329,4.39
800,Slytherin,Candice,Buford,1999-05-20,Right,-4.87,375.4921131,6.797114952,13.41317384,-249.40654,-102.14
801,Hufflepuff,Monty,Parker,2001-10-30,Left,3.522,392.7028738,6.231078691,4.628372544,-244.18685,20.32
802,Ravenclaw,Roslyn,Holman,1998-05-21,Left,3.629,585.5455783,5.585216749,8.418459012,-231.25584,-32.28
803,Ravenclaw,Freeman,Wasson,1997-01-12,Right,6.172,616.5381728,7.516615417,11.68234225,-229.63542,-49.07
804,Ravenclaw,Pam,Acosta,1997-05-10,Right,6.128,583.5235525,4.74166128,6.956363657,-229.8384,-52.81
805,Gryffindor,Dorsey,Carter,1999-05-07,Left,6.639,587.7776082,-6.212233769,0.02967740793,-251.6871,194.33
806,Slytherin,Dorothy,Brownlee,2000-11-10,Right,-7.964,413.8993803,5.684148227,10.23133173,-258.33848,-118.52
807,Hufflepuff,Bridgette,Handy,2000-05-06,Right,5.848,414.5576008,5.520352987,8.003772553,-245.02736,-18.94
808,Gryffindor,Herman,Nall,1999-01-26,Left,5.537,602.9251435,-6.153689558,1.619537309,-251.14462,180.77
809,Ravenclaw,Floyd,Tinker,1999-03-25,Left,3.546,554.2506833,7.054348092,8.080984203,-230.57034,20.52
810,Slytherin,Evangelina,Cope,2001-01-10,Right,-6.64,361.9276025,3.077066742,9.097518487,-248.46037,-28.53
811,Hufflepuff,Nadine,Vieira,1997-09-02,Left,3.568,443.8509816,9.894708636,11.42353087,-242.1779,50.23
812,Slytherin,Chanda,Hahn,1997-08-16,Right,-3.606,352.9029127,5.907877719,9.405839591,-246.56322,-92.96
813,Hufflepuff,Joni,Teal,1998-08-29,Left,5.245,427.4119572,7.372095203,8.949201276,-242.7418,-0.56
814,Slytherin,Rae,Farmer,2001-11-02,Left,,436.0511445,4.265954366,9.991413618,-250.73117,-46.97
815,Hufflepuff,Lorenzo,Mccombs,1997-03-18,Right,4.755,619.5040662,5.582278055,7.732793313,-229.43918,-6.36
816,Slytherin,Darrel,Matney,2000-06-10,Left,-4.299,345.5374461,5.968526655,8.813384172,-247.33566,-107.34
817,Ravenclaw,Marquita,Hills,2000-09-21,Right,5.293,613.4951242,4.400605358,4.341988199,-231.03647,3.23
818,Ravenclaw,Dewey,Clough,1999-08-25,Left,4.957,584.1024162,2.107468638,6.750471535,-230.97128,59.04
819,Ravenclaw,Juli,Trujillo,2000-02-18,Right,6.143,632.0268528,3.608038644,5.437489277,-229.49254,19.02
820,Gryffindor,Sidney,Alcorn,1997-12-03,Left,6.958,435.1913955,9.913827717,11.82777763,-242.52014,39.62
821,Hufflepuff,Alana,Kersey,1998-01-03,Left,5.033,465.0351236,5.073603849,8.689670837,-243.17674,43.56
822,Slytherin,Candi,Sykes,1998-10-24,Left,-4.825,419.3398898,4.706164147,11.01643255,-249.27836,-47.18
823,Ravenclaw,Nora,Lynch,1996-11-28,Right,7.95,620.238825,6.948683404,6.583492626,-229.08538,-28.52
824,Slytherin,Fletcher,Byrnes,2000-03-10,Left,7.361,433.1138234,4.111260984,5.112833371,-242.49289,21.15
825,Ravenclaw,Branden,Ladd,2000-04-14,Right,5.665,618.3627842,4.443700713,3.539835593,-231.97316,-28.5
826,Hufflepuff,Darius,Leblanc,1998-11-02,Right,4.418,399.9295341,-1.603281868,2.824792925,-247.62805,74.4
827,Ravenclaw,Karrie,Eddy,2001-02-05,Right,6.279,643.7157373,6.079231919,8.35564579,-226.12874,-8.74
828,Ravenclaw,Lenny,Necaise,1997-11-07,Left,2.891,583.4654966,4.441327474,10.30174773,-230.655,21.37
829,Slytherin,Renato,Peel,2001-08-14,Right,-5.867,406.5832377,4.859444017,7.461730663,-253.27786,-91.41
830,Gryffindor,Stephanie,Withrow,1998-09-29,Right,4.286,560.6889753,-5.038070779,0.777120663,-255.92169,194.8
831,Ravenclaw,Rhoda,Stapleton,2001-09-16,Left,8.169,630.2857607,3.810413919,2.677552933,-232.30561,-38.32
832,Ravenclaw,Dillon,Shelly,1998-06-12,Left,3.92,560.6063788,3.608483591,5.612239991,-232.1417,15.38
833,Hufflepuff,Ladonna,Chun,1997-07-04,Left,5.38,403.2784518,6.576303972,5.502551347,-245.2018,-79.69
834,Hufflepuff,Sherry,Kelso,2000-02-13,Right,5.328,425.2654262,7.412613306,10.16651264,-244.27058,-15.48
835,Gryffindor,Arron,Maldonado,1999-02-10,Left,3.572,598.0927177,-6.531773891,0.5737774551,-255.96326,200.33
836,Hufflepuff,Paulina,Parks,1997-07-29,Left,4.696,424.3285397,5.955365221,6.961373598,-242.42436,-4.76
837,Ravenclaw,Gabriel,Stclair,1999-11-16,Right,5.273,603.0202457,3.60675552,9.006275646,-231.85209,40.09
838,Ravenclaw,Carey,Stewart,2001-03-09,Right,3.948,609.7735384,6.750396217,7.567552331,-230.56194,-37.19
839,Gryffindor,Florencio,Bogan,2001-03-23,Right,4.767,561.8125254,-4.510162626,2.926486562,-253.78818,192.73
840,Hufflepuff,Valerie,Fender,1999-05-14,Right,5.305,407.521674,4.174614674,5.49809606,-246.19526,-57.45
841,Gryffindor,Spencer,Lovelace,1998-04-11,Left,3.974,593.5603677,,3.841006071,-255.63398,174.5
842,Slytherin,Darwin,Tompkins,2000-04-16,Right,-6.313,415.7725703,3.392783026,8.993270098,-247.81067,5.51
843,Gryffindor,Traci,Flora,1999-07-11,Left,5.622,637.9524684,-3.8062937,6.50627351,-251.83724,233.26
844,Hufflepuff,Dee,Mccurdy,1998-07-19,Right,4.987,420.9608981,,5.92489858,-245.40747,-22.07
845,Gryffindor,Erwin,Baldwin,1999-03-15,Left,4.196,587.550212,-6.282411185,2.399051127,-253.843,215.44
846,Hufflepuff,Lupe,Durand,1998-01-30,Right,3.956,363.805538,5.342627476,1.886518653,-243.8071,-20.89
847,Slytherin,Sherri,Watts,1999-07-23,Right,-1.422,396.3231523,6.775651701,7.02333645,-244.35507,-70.31
848,Hufflepuff,Graham,Lake,1997-07-14,Right,4.179,404.7685171,5.728951059,5.870867268,-244.92905,-6.57
849,Hufflepuff,Lena,Plunkett,1997-07-13,Left,3.162,400.8555115,3.311681461,3.917804248,-243.77948,15.64
850,Ravenclaw,Reba,Labelle,2001-07-05,Right,6.723,615.7022592,4.190283164,6.116651653,-230.59103,70.43
851,Slytherin,Chi,Keller,1997-03-20,Left,-5.463,390.8032698,4.821493362,7.594744249,-247.80215,-29.06
852,Ravenclaw,Bridgette,Reiter,1998-03-15,Right,5.689,640.2081982,4.919188142,7.587495383,-230.3755,-10.11
853,Hufflepuff,Alice,Joyner,2001-01-30,Right,6.827,407.4588626,4.279921611,2.208154624,-241.66058,-52.34
854,Slytherin,Daniela,Bone,2001-07-19,Right,-3.887,406.6885852,5.33304576,12.13564051,-245.69602,-55.83
855,Slytherin,Noreen,Reinhart,1997-08-12,Right,-6.911,404.0383417,4.109301105,10.30507097,-252.39653,-58.66
856,Slytherin,Adelaide,Hardy,1998-04-01,Left,-6.146,353.1861838,4.06590453,9.981963056,-249.01959,-43.04
857,Slytherin,Hillary,Alcorn,2000-06-18,Left,-2.962,384.7756763,8.337923218,11.0835123,-244.30677,-81.08
858,Ravenclaw,Alpha,Pritchett,2000-01-02,Left,5.322,626.4069194,4.067841773,7.460334245,-232.80917,7.65
859,Gryffindor,Filiberto,Albritton,1998-03-03,Left,5.509,627.8259067,-4.708587611,5.948125456,-250.84832,197.92
860,Gryffindor,Jodi,Fishman,1998-07-31,Right,3.33,679.2091877,-6.955163465,4.739076681,-254.39627,248.44
861,Ravenclaw,Valentine,Dale,1998-09-15,Right,4.32,587.7633806,3.495215569,3.314108761,-231.5922,-7.21
862,Gryffindor,Bobby,Penn,2001-04-23,Left,7.789,614.3491207,-4.985551342,3.315446532,-248.1867,197.02
863,Hufflepuff,Chanel,Beal,1997-12-23,Right,3.906,372.1895483,4.104696901,6.565079423,-248.2446,-3.05
864,Hufflepuff,Audra,Costello,1997-02-14,Left,5.946,407.0780165,4.556566872,3.939189993,-244.36753,-8.31
865,Gryffindor,Keith,Pacheco,2000-10-21,Left,2.269,566.2958504,-4.884705887,2.78145545,-257.21311,191.6
866,Slytherin,Susana,Nowell,2001-04-04,Left,-5.051,407.9867406,4.223411266,10.63343014,-246.88497,-36.31
867,Hufflepuff,Edmundo,Hixson,2001-04-14,Right,3.308,365.7017329,4.105306659,1.064703013,-244.09075,-17.4
868,Gryffindor,Belva,Cody,1996-12-24,Right,5.082,674.9802175,-5.994380395,3.955125735,-253.07694,227.96
869,Gryffindor,Virgil,Mackay,1999-09-04,Left,8.893,557.6181393,-4.805565512,1.382642951,-248.45249,210.13
870,Slytherin,Abdul,Stuart,2000-11-05,Right,-6.939,369.8951127,4.022506486,9.318657377,-250.81924,-60.91
871,Slytherin,Jamison,Salazar,1998-01-28,Right,-4.516,393.386225,6.175862789,8.909330824,-248.81811,-98.52
872,Hufflepuff,Jess,Lavoie,1998-01-29,Left,5.137,,3.890363161,4.798792687,-244.07563,9.58
873,Slytherin,Christine,Merrill,2001-07-26,Right,-4.615,417.6331311,2.898819797,7.998128418,-247.104,0.36
874,Hufflepuff,Belen,Negrete,1999-08-19,Right,2.381,383.0781939,5.710337733,4.756718056,-245.45418,53.58
875,Hufflepuff,Nancy,Quiroz,2000-08-09,Left,7.703,407.8889155,4.998740586,5.727992323,-244.98347,-48.21
876,Hufflepuff,Jody,Obrien,2001-02-09,Right,,411.7427542,4.664674099,7.034480921,-246.39943,36.09
877,Ravenclaw,Hilario,Keefer,1997-03-23,Left,3.635,577.6869311,6.167739444,4.290625596,-230.61707,28.39
878,Ravenclaw,Eugene,Stearns,1997-08-14,Right,4.874,607.1855979,,7.540846945,-230.62513,-31.01
879,Gryffindor,Normand,Kroll,2000-05-26,Left,6.479,573.9103633,-4.013580736,2.744014985,-250.98901,183.22
880,Gryffindor,Brian,Tatum,1998-10-16,Right,6.09,654.637671,-6.102271054,4.873237246,-249.47959,222.88
881,Slytherin,Idella,Whitfield,2000-09-18,Left,-4.848,312.8282723,6.651890641,8.47688867,-246.48158,-96.39
882,Hufflepuff,Luz,Wallace,1998-04-09,Left,6.335,454.2023075,1.883459606,4.60458083,-245.68055,41.82
883,Slytherin,Brain,Milburn,2000-06-30,Right,-7.459,368.0693158,3.431239714,10.18391854,-253.95518,-105.66
884,Gryffindor,Eusebio,Myrick,1999-10-10,Left,5.437,624.3088921,-6.103085467,4.890929616,-251.51097,263.5
885,Gryffindor,Robin,Hoy,1997-01-31,Right,2.776,627.3917675,-6.908759233,1.463258659,-259.51864,256.57
886,Slytherin,Max,Grier,1998-10-30,Right,-6.355,361.9309991,3.394989714,8.313889762,-251.37092,-72.36
887,Slytherin,Sonja,Whipple,1998-08-20,Right,-5.345,394.6856878,3.366904101,8.978173224,-249.94647,-33.37
888,Slytherin,Pierre,Handy,1999-05-10,Right,-5.82,410.9577707,4.965611839,10.61834624,-250.58672,-42.85
889,Slytherin,Bruno,Rawlings,1996-12-23,Right,-5.444,377.4291645,7.188152379,11.39053152,-249.73342,-101.09
890,Slytherin,Neil,Wisniewski,2000-07-27,Left,-5.738,421.5993311,3.507517709,7.552067268,-249.62402,-29.13
891,Gryffindor,Marc,Vogt,1997-12-27,Right,4.768,554.3301151,-4.496668894,1.379762555,-255.47225,202.92
892,Hufflepuff,Margret,Stiles,2000-10-06,Right,3.099,393.7657031,4.560743287,5.568959256,-244.78915,14.06
893,Slytherin,Shirley,Jennings,1997-08-10,Right,-4.289,420.2610322,1.028204349,6.223583506,-249.47592,-20.57
894,Gryffindor,Rubye,Sauer,2001-01-24,Right,5.283,651.3970939,-5.292982197,4.260836325,-249.77884,163.37
895,Slytherin,Gail,Vidal,1998-12-16,Left,-6.474,438.6507439,3.302254182,12.61522071,-249.66297,-4.99
896,Ravenclaw,Bart,Cranford,2000-03-10,Left,6.13,580.0097997,3.859851683,4.006586622,-231.53009,-11.8
897,Slytherin,Evan,Albrecht,2001-01-01,Right,-5.949,432.1588066,2.606438628,8.870900733,-250.312,6.62
898,Hufflepuff,Jenny,Pulliam,1998-06-03,Right,3.543,390.1759707,6.643084813,4.642824454,-243.62877,-18.55
899,Hufflepuff,Tomasa,Greco,1999-10-05,Left,1.869,316.0940579,3.995232953,-1.217560301,-245.27779,-26.79
900,Gryffindor,Felecia,Montano,1997-02-02,Left,6.911,624.6178861,-7.251724416,1.045901903,-248.65853,207.25
901,Ravenclaw,Theodora,Wilbanks,1999-03-03,Right,4.576,612.9495107,5.018330187,6.616082852,-232.43708,-35.68
902,Hufflepuff,Santiago,Burleson,1998-06-24,Left,5.08,425.9694134,8.518453219,8.202768483,-242.45362,-7.27
