Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Muggle Studies,Transfiguration,Care of Magical Creatures
1238,Hufflepuff,Dwight,Bosley,1999-01-29,Left,82499,25.86766088,6.824788777,-0.2586766088,-690.0613731,1063.843639,-0.6003294818
1239,Slytherin,Sonja,Gillespie,1997-08-11,Left,51060,-374.5161909,-8.930238481,3.745161909,-335.1027146,1052.654897,0.8561114544
1240,Hufflepuff,Stephanie,Hackney,1998-03-28,Right,50395,489.4217671,3.414683461,-4.894217671,-340.6188578,1039.170661,-0.3755688018
1241,Slytherin,Hershel,Means,1998-01-19,Right,50778,-432.8825727,-5.122945299,4.328825727,-581.899491,1074.008367,-0.08281263925
1242,Hufflepuff,Kathryn,Nesmith,1999-07-27,Right,48699,403.3618705,5.350286398,-4.033618705,-263.5827526,1025.978087,-0.1880906043
1243,Ravenclaw,Alba,Pulido,1997-11-18,Right,68148,-443.5388176,,4.435388176,448.2037464,1037.223661,1.250329654
1244,Hufflepuff,Lester,Villegas,1997-08-12,Right,54725,502.5810515,1.650398126,,-517.7310153,1052.379048,-1.015117945
1245,Hufflepuff,Eve,Kelsey,1996-11-17,Left,70696,254.5679147,2.144969649,-2.545679147,-686.2097724,1074.953604,2.181936469
1246,Ravenclaw,Leonard,Jude,1997-06-30,Left,51896,-637.5688086,3.508966127,6.375688086,468.6002595,1055.590357,2.211325606
1247,Ravenclaw,Jordon,Scribner,1997-01-19,Left,8168,-482.0033316,4.520104283,4.820033316,642.3680133,1093.309767,-0.9400352901
1248,Ravenclaw,Curt,Bradley,1998-09-14,Left,33560,-253.8255152,4.850648139,2.538255152,528.8271014,1066.636727,0.9448491817
1249,Hufflepuff,Dalton,Mcdermott,1997-04-26,Left,25473,609.2182293,5.698297929,-6.092182293,-347.516468,1037.448063,0.2562083056
1250,Hufflepuff,Leslie,Perron,1997-05-01,Right,37290,565.2933002,3.323012643,-5.652933002,-386.8329835,1040.471216,0.579076032
1251,Hufflepuff,Nestor,Tafoya,2001-09-16,Right,50022,585.3039945,2.641479155,-5.853039945,-220.0137431,1026.671085,-1.016744991
1252,Hufflepuff,Murray,Evans,1996-11-27,Left,27490,813.0632879,5.461871229,-8.130632879,-466.1214918,1049.95077,-0.4267393781
1253,Hufflepuff,Lauri,Nieto,1998-03-19,Left,48017,530.9722435,2.741485709,-5.309722435,-814.5656329,1076.441072,-1.134206236
1254,Slytherin,Isabella,Smoot,1998-01-25,Left,58854,-544.153344,-5.385198515,5.44153344,-665.0182488,1050.841053,
1255,Ravenclaw,Kareem,Mullins,2000-07-21,Left,84990,,4.323843998,6.966156767,842.8105193,1043.145193,-0.198119379
1256,Ravenclaw,Ida,Leroy,1997-05-27,Left,38744,-360.9760665,9.489892166,3.609760665,376.6481517,1043.173848,
1257,Ravenclaw,Gina,Crittenden,1999-05-28,Right,71585,-459.2084638,3.09035552,4.592084638,415.3412663,1037.848023,0.2944406011
1258,Ravenclaw,Herlinda,Thornburg,1999-07-24,Left,43118,-514.1922247,5.078558561,5.141922247,,1058.644349,-0.09662424914
1259,Gryffindor,Darrin,Lees,2001-10-20,Right,48662,430.6989354,-4.163496249,-4.306989354,-841.6016376,931.3968112,0.1275646745
1260,Hufflepuff,Kelsey,Shelley,1998-01-12,Right,44486,631.3905368,4.437097975,-6.313905368,-267.515803,1037.103421,0.3241219823
1261,Hufflepuff,Jeramy,Wolford,1998-05-10,Right,81344,330.6703978,4.203044372,-3.306703978,-430.0420442,1054.860326,-1.641052872
1262,Hufflepuff,Patrice,Osborne,1997-06-08,Right,37330,612.1709937,2.404122407,-6.121709937,-581.4057094,1059.726581,-0.3773951915
1263,Slytherin,Troy,Burden,1999-02-24,Right,42853,-476.3403381,-3.121149905,4.763403381,-539.0390325,1066.971003,-0.5132928664
1264,Slytherin,Stan,Taylor,2001-01-31,Right,74149,-355.4401204,-7.98092618,3.554401204,-439.8923753,1047.519169,-0.5068806034
1265,Ravenclaw,Raleigh,Boles,2001-03-20,Right,46705,-550.0742802,5.877972423,5.500742802,569.547863,1059.123132,-0.04632588523
1266,Slytherin,Russel,Curtin,1997-01-09,Left,33917,-691.6180587,-5.424277697,6.916180587,-583.0712383,1069.555373,1.243395755
1267,Slytherin,Junior,Alexander,1997-08-07,Left,,-456.5004338,-4.629100546,4.565004338,-482.2213528,1071.928956,2.42918854
1268,Hufflepuff,Mike,Rudd,1999-02-03,Right,51472,365.4879586,7.297003214,-3.654879586,-588.7766735,1054.548756,0.6200548691
1269,Gryffindor,Frances,Bock,2001-04-20,Right,39169,352.9623851,-5.777552193,-3.529623851,-805.6799978,939.8831706,-0.1678531105
1270,Hufflepuff,Josefa,Wynne,2000-10-28,Right,38510,598.88414,3.542054857,-5.9888414,-380.5335023,1044.94569,-0.06511569638
1271,Gryffindor,Tiffany,Titus,2001-01-19,Left,75760,445.019171,-3.395779632,-4.45019171,-488.6015651,949.6593332,-0.8853919673
1272,Slytherin,Rosemarie,Barnard,1999-05-29,Left,38562,-571.1556568,-5.634171768,5.711556568,-481.1560265,1032.988682,-1.005465903
1273,Gryffindor,Tammy,Doyle,2001-01-24,Right,37740,756.953235,-4.591389814,-7.56953235,-129.7213103,966.2699765,0.5114141425
1274,Hufflepuff,Isidro,Maclean,2000-08-18,Left,30704,560.0195706,5.874608719,-5.600195706,-412.2703396,1039.713649,0.1496069746
1275,Hufflepuff,Isaias,Humphreys,1999-10-22,Right,71080,-9.883102496,4.400313533,0.09883102496,,1051.05324,-0.4766954844
1276,Hufflepuff,Dominic,Merchant,1997-03-08,Left,83033,183.9600713,11.61289508,-1.839600713,-317.9165695,1038.968179,-0.04327222413
1277,Gryffindor,Colleen,Hairston,1998-11-06,Left,34030,704.8024064,-3.743425919,-7.048024064,-328.5289008,951.8617794,0.5755691871
1278,Hufflepuff,Gilda,Martens,1998-05-14,Right,68004,304.0913956,6.664649618,,-812.0937621,1065.89169,0.276276898
1279,Hufflepuff,Anita,Mccall,2000-12-15,Right,25188,445.1995867,7.42281996,-4.451995867,-165.9258615,1014.189286,0.9916992176
1280,Ravenclaw,Marybeth,Tam,1997-01-23,Left,50587,-424.2223399,5.514866927,4.242223399,633.9540012,1057.520722,0.9750531979
1281,Hufflepuff,Fabian,Bloom,1998-02-09,Left,36746,682.2729171,4.184910185,-6.822729171,-304.5138292,1042.963436,1.382807706
1282,Slytherin,Rita,Madrid,1997-06-29,Right,72408,-583.086754,2.245235706,5.83086754,945.3136328,1066.576871,0.2864287507
1283,Hufflepuff,Gayle,Bolling,2001-08-11,Right,40196,712.758255,1.6848932,-7.12758255,-412.1026745,1045.864547,0.8786872965
1284,Slytherin,Samatha,Duffy,2000-02-28,Right,56297,-451.4602985,-3.070353028,4.514602985,-411.8712922,1040.335818,-0.348269931
1285,Gryffindor,Marshall,Giron,2000-06-19,Right,70010,258.9341614,-6.977888195,-2.589341614,-448.8955418,942.2656197,-1.005769232
1286,Hufflepuff,Juana,Rendon,1998-04-16,Right,59761,530.0272326,4.205267401,-5.300272326,-618.9877767,1066.96666,0.2585200735
1287,Hufflepuff,Sheri,Mccool,1996-12-15,Left,55050,484.7857469,4.987835732,-4.847857469,-663.7077287,1059.787543,1.897336756
1288,Ravenclaw,Rex,Ault,2001-09-23,Right,48581,-564.9746892,5.687591591,5.649746892,416.2826167,1045.354642,2.127195264
1289,Hufflepuff,Carmel,Adams,1999-08-19,Right,44517,498.6249608,6.951314852,-4.986249608,-491.3222212,1037.377643,0.4826586599
1290,Ravenclaw,Barrett,Sweeney,1999-12-07,Left,63993,-608.0960751,6.569062969,6.080960751,251.2735914,1032.538362,-1.101216064
1291,Hufflepuff,Tommy,Stidham,1999-09-23,Left,22234,606.9486839,3.831080895,-6.069486839,-665.6972149,1045.84295,-1.705589377
1292,Slytherin,Franklin,Groves,1997-06-25,Right,50338,-585.0417819,-5.004573027,5.850417819,-625.085393,1052.701464,-1.493354491
1293,Slytherin,Lourdes,Shivers,1999-01-28,Left,49402,-412.4163307,-8.038819866,4.124163307,-555.5584039,1047.125267,1.473728044
1294,Ravenclaw,Alyson,Vickers,1997-02-03,Right,24776,-351.6719145,3.770242332,3.516719145,431.3458763,1058.955972,2.496775229
1295,Slytherin,Garrett,Getz,2000-04-09,Right,48966,-404.9796079,-6.695963895,4.049796079,-232.6937346,1045.544303,1.057894609
1296,Ravenclaw,Saul,Thornton,1999-04-09,Left,44461,-634.5530558,4.406646399,6.345530558,329.1973578,1049.334591,-1.016636741
1297,Hufflepuff,Darwin,Gillespie,1998-10-04,Left,57106,399.9283734,3.846048265,-3.999283734,-680.4757294,1062.408648,-0.2061397758
1298,Ravenclaw,Tiffany,Wagoner,2001-05-05,Right,86223,-586.737043,4.231551014,5.86737043,908.5604666,1076.761654,-1.08122819
1299,Ravenclaw,Lauretta,Edge,1997-07-18,Right,52042,-274.6943908,5.74263435,2.746943908,356.0626106,1057.585302,-0.9560842764
1300,Slytherin,Les,Asher,2001-06-18,Right,37829,-560.1849632,-4.605839441,5.601849632,-475.1930682,1044.588958,-0.1098000089
1301,Gryffindor,Richie,Mcmanus,1997-07-06,Left,51384,373.8515941,-4.920899674,-3.738515941,-394.9791882,947.7522757,0.9346919963
1302,Hufflepuff,Alice,Novak,2000-06-27,Left,64855,503.2115159,5.11497455,-5.032115159,-928.1155974,1071.418574,0.4627903828
1303,Hufflepuff,Ivonne,Binder,1999-12-03,Left,80251,209.9412918,4.801150624,-2.099412918,-869.4265838,1090.29017,1.090074899
1304,Gryffindor,Trena,Crain,1998-11-18,Left,73027,307.4930724,-6.887153911,-3.074930724,-248.4255944,,-0.1328380038
1305,Slytherin,Shelby,Hough,1997-11-01,Right,71379,-341.7473602,-6.975315211,3.417473602,-359.0531927,1050.126272,1.245429194
1306,Hufflepuff,Denver,Whitney,1997-07-05,Left,49006,528.2431618,4.766665879,-5.282431618,-330.8767893,1039.048759,0.5384348497
1307,Ravenclaw,Lindsey,Horowitz,2000-03-25,Left,49372,-509.1709652,4.504158549,5.091709652,781.3400796,1043.597131,-0.353521274
1308,Ravenclaw,Nita,Girard,2001-10-22,Right,48294,-563.2351042,1.060884821,5.632351042,516.5329118,1040.39159,-0.2472246374
1309,Gryffindor,Ivory,Pendergrass,1997-04-28,Right,38984,316.8138409,-7.976095712,-3.168138409,-538.7346273,945.7826887,-1.832692637
1310,Ravenclaw,Gaye,Kimble,1999-02-14,Left,26901,-726.3682913,4.67735703,7.263682913,205.2239138,1021.83218,-0.2672233147
1311,Hufflepuff,Vicky,Soto,2000-02-17,Left,66804,439.9703477,6.840685046,-4.399703477,-604.9600058,1055.399946,-0.4685155627
1312,Hufflepuff,Curtis,Nunez,1997-09-17,Left,19531,860.8581858,5.481710746,-8.608581858,-371.1708514,1039.409692,0.4363884613
1313,Gryffindor,Elden,Word,1997-05-20,Right,43883,378.1252651,-6.248061017,-3.781252651,-465.2025406,945.9979332,0.04352819189
1314,Hufflepuff,Dionne,Ingraham,2001-07-27,Right,45798,569.6420083,3.683741655,-5.696420083,-289.0364598,1036.031384,-1.682861872
1315,Hufflepuff,Easter,Searcy,1999-11-21,Left,22478,686.3663232,4.136436183,-6.863663232,-359.3903459,1039.56076,2.445931566
1316,Hufflepuff,Ruben,Hyman,1999-01-24,Right,32438,560.4051821,7.271341114,-5.604051821,-495.6859709,1042.148049,0.2836319211
1317,Slytherin,Lia,Layton,2000-06-27,Right,50425,-473.1533363,-5.72058219,4.731533363,-570.9273775,1073.11985,-1.075359348
1318,Slytherin,Luisa,Ritchie,1998-05-25,Right,57874,-508.8245939,-3.893795666,5.088245939,-552.4140979,1028.290914,-0.4776266764
1319,Hufflepuff,Della,Kirkwood,1999-08-06,Right,32756,536.5960633,5.677575928,-5.365960633,-487.3463043,1042.323738,0.04354959898
1320,Gryffindor,Gale,Redmon,2001-09-15,Left,28231,525.9095401,,-5.259095401,-692.8567002,922.4880806,-0.9417383669
1321,Gryffindor,Cecil,Jeffries,1998-04-08,Left,56105,215.4958687,-7.233034199,-2.154958687,-740.745684,976.5864959,1.282185607
1322,Hufflepuff,Jennie,Easterling,2000-06-14,Left,45652,557.6328864,6.09039326,-5.576328864,-509.2510538,1043.922436,0.2322922624
1323,Gryffindor,Kimberlee,Brand,1998-05-06,Left,83705,106.0725569,-5.786208305,-1.060725569,-486.5985508,949.6907481,-0.4392123546
1324,Ravenclaw,Homer,Matlock,1999-04-13,Right,43371,-540.2915428,7.640172307,5.402915428,690.5455889,,0.3219926076
1325,Gryffindor,Ariel,Lilley,2001-04-14,Left,65375,409.044286,-4.009561834,-4.09044286,-496.6900379,956.2025399,1.642432544
1326,Ravenclaw,Leone,Loera,1997-07-16,Left,69621,-428.924766,3.656738947,4.28924766,491.9954225,1042.096395,0.1520563994
1327,Ravenclaw,Augusta,Graham,1998-01-01,Right,32682,-507.1381517,4.822126203,5.071381517,436.5485272,1042.084851,1.994090517
1328,Gryffindor,Christi,Dykes,1999-04-18,Right,73048,678.3556722,-4.312118224,-6.783556722,-337.2249442,955.900916,-1.087742333
1329,Gryffindor,Terry,Guillory,1998-08-02,Left,56742,628.3662709,-6.135076188,-6.283662709,-405.39207,947.1935145,-0.03701904413
1330,Gryffindor,Fermin,Shockley,2001-03-28,Left,65146,610.4820825,-4.617785026,-6.104820825,-870.8358151,952.1037347,-0.9332098609
1331,Hufflepuff,Melba,Cornelius,1999-04-11,Left,54668,695.2269816,2.896079527,-6.952269816,-640.18143,1065.947949,1.689910683
1332,Ravenclaw,Dena,Bowles,2000-09-28,Left,65606,-670.0701905,3.35218365,6.700701905,400.009754,1036.86105,-1.518888243
1333,Hufflepuff,Wilfred,Sheffield,1999-07-18,Right,45501,477.9942122,4.637622394,-4.779942122,-663.6512708,1056.803422,1.565378003
1334,Ravenclaw,Jere,Bogan,1999-05-13,Right,48008,-799.9813303,2.980563335,7.999813303,608.3502143,1045.339946,0.3763849356
1335,Slytherin,Suzan,Bragg,1998-06-16,Right,62967,,-4.735977998,4.09559703,-403.1961827,1048.564801,0.1628360461
1336,Ravenclaw,Johnnie,Lassiter,2001-02-12,Left,26481,-473.6824122,8.621103829,4.736824122,755.807987,1074.138955,-0.1325045144
1337,Hufflepuff,Brandie,Lerner,2000-09-22,Left,69453,255.0715024,6.028532222,-2.550715024,-387.5187395,1040.868764,-0.8156929357
1338,Ravenclaw,Tanya,Farrar,1997-12-08,Right,62709,-638.695969,7.470054764,6.38695969,626.5937822,1049.083664,-0.5061606169
1339,Hufflepuff,Lorri,Dagostino,1997-02-04,Left,88959,331.8703716,2.933301475,-3.318703716,-1086.496835,1098.958201,0.03392358051
1340,Slytherin,Napoleon,Silver,1998-07-09,Left,50301,-483.2809255,-2.566356131,4.832809255,-464.0064344,1027.439409,0.03619264255
1341,Ravenclaw,Shari,Bernier,1999-12-02,Left,82081,-426.1930941,5.875781361,4.261930941,294.9317684,1052.00753,-1.344419285
1342,Hufflepuff,Tonia,Fournier,1999-06-19,Right,,566.0367995,1.50859329,-5.660367995,-792.8053761,1073.346188,0.1740754329
1343,Slytherin,Dorsey,Creighton,1998-10-04,Right,46746,-437.911339,-7.417685486,4.37911339,-330.791003,1049.188473,0.2318409295
1344,Ravenclaw,Latoya,Gifford,2001-06-23,Right,20878,-559.0426465,5.490145288,5.590426465,480.8187708,1044.688691,1.383181687
1345,Hufflepuff,Porter,Healy,1998-09-17,Right,52262,,4.635848774,-5.003989181,-323.8562005,1033.48326,0.8814275239
1346,Slytherin,Morton,Grantham,1997-10-16,Left,44176,-570.2679036,-7.022451662,5.702679036,-626.7105181,1054.70901,0.3396527272
1347,Hufflepuff,Kristine,Burdick,1997-06-29,Left,58367,449.4572761,6.48556306,-4.494572761,-427.2751083,1047.275124,-1.388892644
1348,Gryffindor,Pablo,Rome,1997-01-20,Left,57921,299.3993934,-6.240972961,-2.993993934,-345.6658315,967.1065098,0.2173198206
1349,Slytherin,Genaro,Keyes,1997-04-04,Right,40611,-531.3862629,-3.389722905,5.313862629,-643.5569099,1075.053589,1.552306008
1350,Slytherin,Estela,Burleson,2001-03-26,Left,70883,-404.2177098,-3.375187084,4.042177098,-505.1202843,1027.1388,-1.932390347
1351,Ravenclaw,Stacia,Tillery,1998-10-29,Right,39375,-265.9291214,3.558237408,2.659291214,,1061.07349,-0.7342
1352,Ravenclaw,Marty,Wooley,1997-12-24,Left,45086,-428.1444965,5.516780647,4.281444965,402.8904851,1058.930641,-0.0792823892
1353,Ravenclaw,Sebastian,Gaines,1997-10-23,Right,46628,-744.44866,4.160188457,7.4444866,678.9594399,1059.925005,0.09946032124
1354,Hufflepuff,Ahmad,Barnette,2000-05-01,Left,32265,735.7118288,6.532917552,-7.357118288,-484.0926081,1040.475253,-0.5656212168
1355,Ravenclaw,Sabina,Fox,1997-04-08,Left,23382,-557.5097369,4.957233523,5.575097369,545.394337,1070.784464,-0.3098220418
1356,Hufflepuff,Leila,Ruiz,1997-09-23,Right,,686.0624585,1.614280513,-6.860624585,-467.1354992,1068.504231,-1.765940925
1357,Hufflepuff,Danilo,Pickard,2001-06-11,Right,52727,407.6675672,5.524066553,-4.076675672,-550.4783277,1051.990337,0.6145168042
1358,Gryffindor,Leif,Cantu,1998-02-08,Left,44888,1016.21194,-2.988705384,-10.1621194,-703.4684734,938.4622871,-1.103804875
1359,Ravenclaw,Blair,Candelaria,1996-12-06,Left,47250,-608.5528321,6.851677747,6.085528321,601.6669078,1052.115279,-1.192616013
1360,Hufflepuff,Dianne,Vaught,2000-08-14,Left,27198,764.0716391,5.243434481,-7.640716391,-357.4384517,1040.754972,-0.7466944462
1361,Slytherin,Bradly,Cain,1998-08-30,Right,65673,-593.7845695,-8.102690136,5.937845695,-426.6907729,1050.573323,0.3427592912
1362,Gryffindor,Cruz,Pannell,1998-01-18,Left,51626,458.5867003,-3.986902523,-4.585867003,-344.0051205,952.2205146,-0.7358005738
1363,Gryffindor,Lina,Townsend,1997-10-21,Left,67258,324.4681366,-5.916663032,-3.244681366,-828.74088,944.7145772,0.4185303658
1364,Ravenclaw,Ruth,Treat,1997-10-14,Left,44701,-207.3579032,5.268028765,2.073579032,777.4941327,1085.696799,-2.313232906
1365,Hufflepuff,Fidel,Ginn,2000-12-10,Left,28456,806.6085169,5.583606854,-8.066085169,-100.1684434,1020.883231,0.1569321266
1366,Hufflepuff,Rudolf,Crouch,2001-10-19,Right,61915,263.9136695,3.319553326,-2.639136695,-803.3674975,1081.16086,1.520140881
1367,Slytherin,Kelvin,Zamora,1998-12-12,Left,36343,-611.1297505,-2.705248657,6.111297505,-478.5481962,1063.234037,-0.02300590281
1368,Ravenclaw,Fernando,Champion,2001-02-03,Right,30828,-260.1274282,3.634550429,2.601274282,466.1835597,1056.401453,0.3330389319
1369,Hufflepuff,Bobbie,Snow,2000-10-29,Right,50145,608.1216399,4.343183927,-6.081216399,-529.9455912,1054.232476,1.064614891
1370,Gryffindor,Christian,Maldonado,1997-12-05,Left,42645,666.0165326,-6.597507623,-6.660165326,-246.4285884,923.5035603,0.09639503563
1371,Ravenclaw,Eula,Stinson,1998-07-15,Left,42570,,6.167041371,5.211448874,267.613102,1025.627007,-0.9094559379
1372,Ravenclaw,Alex,Leavitt,1999-03-17,Left,54607,-600.9879736,4.455824548,,419.7175995,1050.099582,0.3433377981
1373,Hufflepuff,Catina,Whitehurst,2001-10-29,Right,51264,516.9500193,4.734196112,-5.169500193,-638.0519657,1061.577283,0.2655485222
1374,Slytherin,Loren,Forrest,1998-12-03,Right,48818,-502.0857484,-6.614204228,5.020857484,-490.0926383,1053.663916,-0.1402568229
1375,Hufflepuff,Tammi,Almond,1998-06-20,Right,69088,536.5354306,3.871038946,-5.365354306,-610.4877576,1068.950911,1.383943619
1376,Gryffindor,Autumn,Thomsen,1998-01-12,Right,46825,672.5697665,,-6.725697665,-506.4553269,941.6519022,-1.206837681
1377,Gryffindor,Lauri,Wilkinson,1997-10-26,Right,82744,653.242846,-1.860503821,-6.53242846,-630.0966673,965.6460442,1.229521232
1378,Ravenclaw,Levi,Felder,1998-02-19,Left,48202,-595.5226383,3.438856128,5.955226383,449.6208823,1035.767566,1.048141409
1379,Slytherin,Bryan,Logsdon,1998-07-20,Right,52561,-355.2704756,-4.892783187,3.552704756,,1049.893186,0.6572519142
1380,Hufflepuff,Daphne,Schuler,2001-07-22,Right,,415.8651693,6.116955726,-4.158651693,-446.0409486,1053.651543,1.559495674
1381,Ravenclaw,Diane,Maldonado,2000-11-23,Left,58448,-396.6592516,4.716843451,3.966592516,669.6709072,1050.037038,1.292502984
1382,Hufflepuff,Zachariah,Norman,1998-12-26,Left,50407,,4.274698837,-4.816470748,-595.4089992,1057.367672,-0.1150902567
1383,Ravenclaw,Domenic,Carrion,2001-06-27,Right,,-790.6285204,5.686712601,7.906285204,870.5116483,1075.859771,0.1046421194
1384,Ravenclaw,Carlotta,Neeley,1998-08-30,Right,41431,-486.9648708,5.83575302,4.869648708,463.2102622,1056.390167,-0.6690837805
1385,Hufflepuff,Bobbie,Meehan,2001-02-27,Left,56428,310.8068934,2.119200616,,-536.6152913,1053.386517,-0.4473585064
1386,Hufflepuff,Julius,Tirado,2001-08-30,Left,50264,540.2789786,4.758655299,-5.402789786,-489.6955321,1048.978121,0.3754646695
1387,Ravenclaw,Adolph,Damico,1997-07-14,Right,78362,-578.2004813,2.773405771,5.782004813,595.3642082,1036.000697,0.4553116117
1388,Ravenclaw,Lettie,Estrella,1997-12-31,Right,42143,-440.5345756,6.180251849,4.405345756,451.0484117,1033.009098,-0.8922571083
1389,Ravenclaw,Elmo,Stanton,1999-02-25,Left,-3149,-464.4981085,2.415141863,4.644981085,-97.58587862,1046.153609,-0.2967168667
1390,Gryffindor,Hai,Burns,1998-12-15,Right,45797,605.0804028,-2.511858062,-6.050804028,-370.6685801,970.3290274,1.21582809
1391,Hufflepuff,Jess,Rafferty,2000-12-30,Left,65205,349.3525889,3.999361434,-3.493525889,-804.0978309,,-0.9582580793
1392,Ravenclaw,Sybil,Wills,1997-05-13,Right,42726,-374.1407321,6.212943942,3.741407321,601.525774,1062.541138,-1.122654505
1393,Slytherin,Nell,Boettcher,1997-12-12,Right,46572,-611.5757921,-5.701988971,6.115757921,-577.360626,1037.533818,1.287664008
1394,Ravenclaw,Suzette,Culp,2000-07-07,Left,49681,-542.9444233,6.203273299,5.429444233,436.0712419,1026.876006,
1395,Hufflepuff,Ike,Galvez,1999-04-21,Right,73991,93.52254735,5.675772963,-0.9352254735,-782.1520997,1069.070792,0.6902622663
1396,Ravenclaw,Romona,Whitlow,1999-06-13,Right,63666,-644.4893687,2.153848392,6.444893687,,1070.950868,-1.393507412
1397,Gryffindor,Rolf,Cottle,1997-10-06,Left,83831,685.5392954,-6.202936477,-6.855392954,-571.7193361,923.1497257,-1.672884991
1398,Hufflepuff,Cedrick,Batson,1999-04-21,Right,41635,585.3417745,7.818014715,-5.853417745,,1032.324805,-0.08090559624
1399,Gryffindor,Lauretta,Hirsch,1998-03-12,Left,44354,282.2684578,-7.116823409,-2.822684578,-573.8183238,942.2525497,-1.148173909
1400,Gryffindor,Alisha,Broome,1999-05-31,Left,56217,503.6260828,-5.515156207,-5.036260828,-592.1003791,937.6491124,-1.948441685
1401,Slytherin,Jesse,Van,1999-08-17,Left,45656,-579.1969494,-7.081940967,5.791969494,-352.5668721,1043.885261,-0.9033133295
1402,Slytherin,Adriana,Byars,2001-01-05,Right,54069,-486.1910864,-4.776128088,4.861910864,-389.9072852,1047.362736,0.1911439411
1403,Ravenclaw,Juliana,Aranda,1998-09-18,Right,53337,-478.527717,2.702063236,4.78527717,371.1784112,1040.087679,1.454917006
1404,Gryffindor,Neil,Seely,2001-04-30,Right,75470,438.5422218,-4.790696142,-4.385422218,-282.8204687,961.8046649,-2.95315194
1405,Gryffindor,Rosemarie,Rosenberg,1998-12-01,Right,47712,568.8842774,-6.996093832,-5.688842774,-519.9725341,948.3959913,-0.5551238717
1406,Gryffindor,Clarissa,Muniz,1997-05-05,Right,52057,,-3.695010323,-3.642924116,-633.4503668,969.1902629,0.9542094248
1407,Ravenclaw,Ulysses,Lovell,2001-04-27,Right,52534,-540.1010564,3.036113516,5.401010564,620.3230217,1063.38843,0.1548652416
1408,Hufflepuff,Keshia,Stubblefield,1998-02-24,Left,56484,392.9083247,6.581190084,-3.929083247,-243.9622997,1029.616759,-0.9930952571
1409,Hufflepuff,Angie,Cash,1999-05-01,Left,66257,415.7597733,4.790851786,-4.157597733,-732.508071,1071.290709,1.428366147
1410,Gryffindor,Vonda,Pierson,1999-04-20,Right,41751,564.4638566,-6.375112055,-5.644638566,-705.9784397,938.2600919,-0.3098857436
1411,Hufflepuff,Jeniffer,Carrion,1998-11-05,Left,52547,460.8696955,6.363651172,-4.608696955,-737.787623,1059.553056,-0.4981133649
1412,Slytherin,Johnnie,Bui,2000-04-18,Left,28083,-599.851757,-2.772678467,5.99851757,-448.1468031,1053.098651,1.250476009
1413,Ravenclaw,Hilton,Mckinney,2000-07-22,Right,65007,-484.4397776,3.916867778,4.844397776,463.8931222,1041.283541,1.474713362
1414,Ravenclaw,Leroy,Brannon,2000-06-09,Left,56614,-444.2678757,,4.442678757,627.3584166,1035.425611,0.9304926299
1415,Hufflepuff,Delmer,Cope,1997-02-15,Left,28965,680.2946427,3.711702153,-6.802946427,-195.8960847,1026.574201,0.5405325642
1416,Slytherin,Trinidad,Ruffin,2000-05-14,Right,41364,-623.8295682,-1.948316988,6.238295682,-590.2016266,1024.240753,-0.7316878317
1417,Gryffindor,Leonard,Koehler,1997-04-05,Left,35189,307.4820104,-5.325588428,-3.074820104,-506.5198432,959.0186436,-0.02356620208
1418,Ravenclaw,Gena,Sotelo,1999-01-06,Left,27979,-491.2030084,5.386216214,4.912030084,501.3536683,1058.808629,-0.100032045
1419,Slytherin,Casandra,Hoag,1997-03-18,Left,64144,-550.5204914,10.15399255,,512.7209612,1057.24132,-2.359472381
1420,Hufflepuff,Ernestine,Sowers,2001-08-18,Right,68166,240.0823923,3.202357913,-2.400823923,-638.4715437,1058.765128,-1.311887826
1421,Ravenclaw,John,Fallon,2000-03-01,Right,37146,-554.9535243,6.552420265,5.549535243,190.9472284,1033.94111,0.7590811038
1422,Hufflepuff,Melba,Bass,2000-07-29,Left,53951,287.7481475,5.762288759,-2.877481475,-316.5661961,1038.800295,0.1068496249
1423,Gryffindor,Odessa,Windham,1999-06-10,Right,53107,452.0800972,-7.170461422,-4.520800972,-582.920585,911.0984849,-0.7669760508
1424,Slytherin,Constance,Mclean,2001-06-02,Left,62755,-486.7742855,-5.894275031,4.867742855,-424.8169743,1031.537229,-0.5604760636
1425,Hufflepuff,Candi,Hammonds,1998-11-01,Right,57447,457.9558181,3.817087109,-4.579558181,-568.0164531,1060.326516,-1.462201983
1426,Hufflepuff,Dee,Suarez,1998-08-16,Right,46230,583.8744938,6.049431707,-5.838744938,-659.1811252,1049.801094,0.1952279048
1427,Hufflepuff,Vince,Madigan,2001-10-12,Right,23358,697.2342679,6.523458376,-6.972342679,-647.8210345,1045.096708,-0.2735456885
1428,Ravenclaw,Merle,Pogue,1997-11-05,Right,63764,-654.3254732,5.562009354,6.543254732,366.2073794,1034.663699,-0.5542278157
1429,Ravenclaw,Osvaldo,Lassiter,2001-09-20,Right,32931,-609.3808303,6.858854438,6.093808303,594.0858696,1069.890742,1.516639073
1430,Slytherin,Grant,Villalobos,2001-03-09,Left,63898,-393.6710715,-5.093227531,3.936710715,-304.3992279,1037.170877,-0.234726121
1431,Ravenclaw,Janie,Demers,1999-12-17,Right,48160,-492.2190168,2.08487937,4.922190168,269.5468082,1032.634888,0.3648516611
